letter,thumb,index,middle,ring,little
A,0.9397371322408986,0.18893885590630524,0.2518150830480554,0.321842388512642,0.18126773002213314
A,0.8812690434440655,0.3263370252405913,0.26139477833223274,0.16244204912520382,0.24340480348687718
A,0.862926584575003,0.16274161971437945,0.21935698172528273,0.04693758042737617,0.062006573398957376
A,0.8550169976607223,0.1189735103732461,0.22513978660762193,0.12735807395830312,0.08701570389317669
A,1.0,0.18193789596107715,0.20540225637503393,0.08602014510292347,0.1564493820379854
A,0.9088738071767893,0.10792051380621578,0.23005584146765376,0.15194890480649562,0.17666450001653786
A,0.8518634710216483,0.34818225476071507,0.1989202220209653,0.11538312568352799,0.2658035929682551
A,0.8023325080023183,0.21670908760038043,0.043226390089617955,0.09374511608812557,0.2157488988695299
A,0.9590773263996328,0.21370946249519765,0.19074813740894075,0.1759117043528569,0.08171824077060581
A,0.8424124633284233,0.163148898323217,0.28456977809751327,0.2274894631654769,0.0589567875709813
A,0.9259267175515836,0.16919341756669468,0.14584623997552332,0.24893410310726943,0.2824799617996761
A,0.9745024095292959,0.13286259814218893,0.17526300993190286,0.22650107451228513,0.27804361016978874
A,0.8616660609723769,0.18514728186689464,0.11149320207951775,0.10430347007354634,0.26500206579153585
A,1.0,0.1942391902735733,0.28028263183136193,0.22893088200381073,0.14839041963159005
A,0.9289116484406731,0.3230429253172775,0.19713391687120388,0.3251714924651205,0.0
A,0.965752200350018,0.2069637654590537,0.1760794119627306,0.2073408621228402,0.04099448683192858
A,0.882426248972999,0.22856900572093972,0.3182315235793213,0.1585383825381082,0.13532051176854498
A,0.859859436513237,0.27323216941616596,0.22630008877277477,0.15761918369863692,0.2410613946490685
A,0.9077662039478432,0.27749159924263117,0.1438357524898118,0.17378702827217857,0.1686313477494274
A,0.7829188041494305,0.2236896221651661,0.22088442177439116,0.2004090765313969,0.18123302932998825
A,0.7867703406359668,0.1663483741787713,0.17258283867785845,0.13581781846227048,0.1870971430667193
A,0.9323240685451631,0.35089487209684245,0.21396622502654714,0.22060403125782116,0.19404432673870664
A,0.7464983027760768,0.19787888996406267,0.20481841679528212,0.3970593689988229,0.18461112281751021
A,0.924123787386689,0.19722305842358054,0.10650575699043745,0.29142582516120163,0.2601546426149419
A,0.9632825557634438,0.12724900361642089,0.31222354487488796,0.08785191497661754,0.24694856750402164
A,1.0,0.12075709398954494,0.15469618163177826,0.2079721092070113,0.15972194767070408
A,0.7759469255147095,0.2054850379844822,0.11501570290191161,0.23788739445081453,0.12644606126129576
A,1.0,0.13733973661310106,0.17423507870354596,0.2650813773895736,0.1015308546852836
A,0.9181967947683304,0.30457142034259427,0.0714013412351018,0.21477070868258435,0.2207906235398739
A,0.9625458297421848,0.10104394312975346,0.09436347095325791,0.24175532524935184,0.2237587738586549
A,0.9200394280276701,0.22771585675975806,0.14559802227372076,0.2185802957728803,0.2234457978638945
A,0.8428518865578906,0.34926196089158057,0.237906633672943,0.10469572022378812,0.25252428869070637
A,0.8220254663818143,0.2629667682993962,0.29268764632059235,0.13434541453186316,0.27707009033954577
A,0.9330224741549199,0.2657648127995592,0.35174343861231583,0.18036895071977038,0.13970110685140086
A,0.8288388456299581,0.13473517720276496,0.19383186324687168,0.22729215798533153,0.22213526394640154
A,0.966174659922882,0.20104015135023257,0.31628272617258535,0.17882745334096353,0.41761353332716955
A,0.9500533878212005,0.1314273954866974,0.11432860015511102,0.23859779321945485,0.18212297717393194
A,0.9571200395273674,0.2378590099658836,0.1941736869874502,0.13225650255452762,0.07881222202513084
A,0.8642788038346383,0.2685119035458778,0.21712749953041632,0.10034089770304097,0.21385447406809457
A,0.9308253903783069,0.12929140510390935,0.21229800847564223,0.20465669747568,0.10856237617355016
A,0.9286229888278626,0.24486276210945876,0.2866440994540222,0.28430416416279225,0.08978645056343272
A,0.8249739968067902,0.2412028213766928,0.2411028760729767,0.24120381490448384,0.5082185192523777
A,0.9456712408554534,0.29084525121444793,0.2763201410794562,0.25211130010446386,0.17477846042877238
A,0.9607175376394614,0.13817398283699428,0.1810545114607993,0.16117091617367174,0.2065499311509058
A,1.0,0.05061878459266017,0.2549008152299611,0.07098273030482788,0.16224545073684532
A,0.9871160477573893,0.20514240152763702,0.11378041776565552,0.14277570325920255,0.2543678199147741
A,0.841570669462629,0.217316687166558,0.2036457471923051,0.14787197219153464,0.3715155271460261
A,0.9507135217854409,0.03798859306739144,0.21491634518155422,0.14705708281852897,0.2681946667836979
A,0.836598340925384,0.19082108468264808,0.2403989823184366,0.26926041553360974,0.10397628743553791
A,0.8732399011327241,0.1620043751071235,0.14773366139410304,0.34123633922248775,0.23239853687687645
A,0.7991292836531965,0.2734289557643821,0.3697724957610107,0.2825972208440918,0.07845040272367894
A,0.8612612741706999,0.3013528919349298,0.14338644275049756,0.23550555425169828,0.261970724274347
A,0.8258455622737534,0.195237971515056,0.0,0.11804898869325682,0.17979454788854718
A,0.800177345442812,0.3305929043145308,0.0855886897631494,0.1647964410642413,0.2104592461828873
A,1.0,0.08513102790564486,0.2930531001723968,0.20081864488156698,0.12147930791616393
A,0.9369682779410616,0.21592477564587761,0.15198264982729642,0.20558416679920152,0.16917491225105918
A,0.9090813876200998,0.2529704539616837,0.32688134529162816,0.10097476009385209,0.37064266997250134
A,0.7438329760381999,0.18785719239715334,0.24706537651876614,0.22247934941880262,0.15018403841435252
A,0.883350219971418,0.1605599252272934,0.1528508194444631,0.267968167761682,0.2285612388772038
A,0.8445672323791477,0.2719679900346601,0.22458396167012876,0.26502896950711685,0.250370307353889
A,0.8336803991262343,0.15518551678424244,0.259783488409861,0.2488296212346772,0.19832787248286815
A,0.9093861906647026,0.30221319166307403,0.15267428889313361,0.24376779049360303,0.1838245878052885
A,0.8825855037418224,0.2879021481589752,0.2660333079190424,0.2650807708800511,0.30443830457234633
A,0.9016803073306208,0.25455623770359714,0.17517865947252353,0.22593330819907537,0.18958855565058524
A,0.9077596771994175,0.2476125620349531,0.1345423453413222,0.36739098205483683,0.11951860948002385
A,0.8028649109769814,0.29264886988000544,0.26333301551703486,0.24992958536417242,0.2502676407411424
A,0.8990202581722468,0.12821965028113347,0.20606436465549813,0.14582706307903107,0.27800957867342013
A,0.8882354094798289,0.1339602242565991,0.17428913266776053,0.23303451634204997,0.15490203577568204
A,0.8342223683546856,0.219494976919353,0.21959732568869783,0.15944454597030963,0.1623169355505342
A,0.918563994988611,0.08415325268021408,0.0874028980498756,0.14252446229980514,0.18292422786305224
A,0.9248726052478404,0.31802849735596417,0.26861276985616156,0.18720491760292585,0.1984787033677849
A,0.8197976508289753,0.19851894912060883,0.17690730888638895,0.22581748482704717,0.13382152451581417
A,0.9415477211392937,0.32261911304020624,0.1912991881234514,0.23213693776791533,0.255211519336889
A,0.8679023622491331,0.21792739854483334,0.2010073920625436,0.20781408788390654,0.1381592172915627
A,0.9019608139407155,0.239839863299636,0.31609148862360337,0.27674166608681655,0.3722545966009245
A,0.838612194968956,0.2697856509376543,0.21466736045906815,0.3751842346574138,0.13533613717158788
A,0.832822252625538,0.15204858836447824,0.03008834205521546,0.15793959826553913,0.1392693870757042
A,0.9120315029180966,0.22734047806217278,0.3500936671372709,0.27603390705488406,0.15384770754700777
A,0.8281268262921314,0.23935353372052048,0.09438134343834864,0.3465167012683483,0.29435520965770295
A,0.8624659478316237,0.06294923767272981,0.30830978993323305,0.19083681237979058,0.29902530495787694
A,0.7724457872964506,0.15204999816369819,0.20041949597745468,0.20375844750117938,0.16399476228166052
A,0.9498279945877999,0.11459036564939246,0.18860964119829654,0.20962365053695192,0.24115510672469992
A,0.9569291902471112,0.11002863265297047,0.07727086634115023,0.30221414575188077,0.22658512095836736
A,0.8401210770754757,0.32409215804180186,0.20925397074342872,0.29434377472510614,0.20540147851280874
A,1.0,0.34042726739545637,0.18008286812167412,0.27772567607634846,0.2516300759668118
A,1.0,0.12280612315359166,0.25488411679987516,0.28467395894796704,0.05930084108615086
A,0.805339318986738,0.036861425779191964,0.1784474532444354,0.257403380463677,0.32018856416768227
A,0.9059275824335821,0.33028924364570333,0.0895918833428087,0.06372940485158762,0.1955561840882705
A,0.9307252359151446,0.19738442015247257,0.03460463199680988,0.19287039683897694,0.09564243995961175
A,0.9535738039064031,0.22932785968774788,0.1248096170938116,0.1588906466130645,0.11526291824888388
A,0.8949856722181463,0.2764113856400991,0.12114191629315652,0.24032372124142756,0.15757939053020475
A,0.8365701734190125,0.1914375712036354,0.11718061420645008,0.15570805557222545,0.10416976859289213
A,1.0,0.2028210841577383,0.14402195936059317,0.21711839285873777,0.19101375602473364
A,0.8823224320373422,0.24913333600347404,0.26060061680378444,0.1575599081911578,0.1539345407484256
A,0.8779958642278685,0.015846306821153233,0.07878471502411583,0.309349941395562,0.3315974170801027
A,0.8800771168354897,0.24612455704446132,0.2249000123634829,0.446310464676419,0.28956599291476615
A,0.8897665926815387,0.12355676475196595,0.07148429437939421,0.21627709086937785,0.13949194037725574
A,0.786219703232186,0.1482741692605979,0.11347615971084841,0.3349713308058052,0.27053118055595604
A,0.8993621886946707,0.3183955311112021,0.20618946461180948,0.13109726389373894,0.3218499261815726
A,0.9431128034947727,0.11702030765388349,0.18477290575331135,0.12995053972921944,0.08937602152285312
A,0.9740942038025313,0.35275333123761043,0.08811459409446872,0.24503753893524569,0.14794859447025385
A,0.8610299692988244,0.15260848606089047,0.1308807384256147,0.20388173023558617,0.13352399068711698
A,0.9216365460623871,0.19598095124406906,0.18088415625068724,0.12739490703667217,0.1538582935545334
A,0.9604312980660605,0.24007337500995046,0.12179558041611592,0.20794658443433808,0.26011096986974314
A,0.7664475775102902,0.24346881539039483,0.14699009928433227,0.24564789348745275,0.13893926747659865
A,0.7556094319468385,0.069796604969347,0.20384679573291056,0.22077780013771856,0.12765466999164732
A,0.9510873967021899,0.06707839501848323,0.1947136161082147,0.10311870401900347,0.14785311137582727
A,0.9037918937053131,0.1311669307772838,0.16923555646161398,0.2805034247371553,0.1538486504381481
A,0.9668553689652114,0.10962345162739057,0.24238433423322264,0.3153254896526321,0.0022684399898168506
A,0.8362483795623619,0.24616577017444322,0.1837563691165606,0.2296916698697047,0.15168118506273437
A,0.906927182997832,0.18754582116863366,0.2934225649327846,0.22035366746409707,0.2270082129660162
A,0.8670498427102027,0.16099150207420054,0.16539534497443034,0.23155617139026374,0.16632124153437897
A,0.9231819885517131,0.3660320638916351,0.2696899762745354,0.1739181174265727,0.2960971137731156
A,0.8673539701582759,0.036950037185771695,0.11935309512660769,0.050336646317931555,0.17187892127669532
A,0.9014734703351641,0.33411498498202263,0.22615418990113303,0.18247195769529087,0.26635244649467915
A,0.7231091752793692,0.21884916464868528,0.26166921551095734,0.08171310033761268,0.29150032345655436
A,0.9270797125995531,0.16677696688793592,0.2506225492885028,0.38165542862435164,0.21454930040467962
A,0.9198576469040269,0.1632511280367805,0.13201245044281668,0.26642686532353965,0.13151329392729064
A,0.9057252989775514,0.16178740425879068,0.23831838605971137,0.2266929684229559,0.28300319554063197
A,0.8591986880916203,0.1784100051765303,0.12169890273741542,0.16445653919391107,0.23018403944358817
A,0.9605590893316281,0.12622677406578997,0.2695684736084528,0.3084510287043961,0.23307479225789607
A,1.0,0.13809686407171418,0.10042762373508665,0.05770238008765771,0.31968354491913464
A,0.9523492525083246,0.1955532263271636,0.22239749010558563,0.10996087621612989,0.3956601583693461
A,0.9103376945580183,0.20875158356839144,0.25806132991189534,0.2384807385389371,0.21791072194233052
A,0.8367620435643751,0.23771746857087966,0.35056195971800275,0.3076336036923982,0.3274549301311518
A,0.8591027458855052,0.12083161437931354,0.18993704639202816,0.20445799298309558,0.2875353214776759
A,0.7646028296228145,0.3223640255568491,0.18735936811368087,0.16584951440420642,0.11903164997918661
A,0.7676114662507385,0.26585364671695316,0.20586543737507232,0.0968031280207157,0.09639369823491072
A,0.8731372240567897,0.33352172202315145,0.17923269189091162,0.07974856375055152,0.18034055487312448
A,0.8781821144201863,0.0,0.19565641067857503,0.18152523758330577,0.2556965091850735
A,1.0,0.2901252023638206,0.17848890475561358,0.11147792730066639,0.40586878425998885
A,0.9047374747211591,0.2011143433530357,0.19806999303119974,0.21584678086142842,0.1884511670460846
A,0.8541070394495811,0.15625128470076866,0.19737973838272013,0.1565260183092988,0.14297233738582688
A,0.9085144182153517,0.1796018226063316,0.3203194390866151,0.0,0.28732054815379693
A,0.9996868153998103,0.03412878140734804,0.17258499247357212,0.1702847307203367,0.08739906442257431
A,0.83777466499273,0.1111539323627337,0.3401816354738898,0.2748542714517969,0.30172440759953273
A,0.9577337651234589,0.10967585830262168,0.1580383786976181,0.23914996489823345,0.10222977528864438
A,0.9570398744137911,0.1807739681473492,0.17001433539603222,0.25687679745627934,0.2355410649188832
A,0.8711227067344737,0.29274638426913985,0.11351493379200822,0.2492748485555411,0.24744810063747072
A,0.8752362848548808,0.22609064177936944,0.09991091388917578,0.2739221615365521,0.18520782908456088
A,0.8581821583584769,0.2839207380669512,0.14365250475657926,0.08732309629091524,0.07546966611808771
A,0.9484807961076512,0.09756565180029736,0.34038353455874915,0.03344564736930225,0.3357165094632031
A,0.9168813973762096,0.1922629510503686,0.15640647305528405,0.23193088914816568,0.19698922380601214
A,0.9882641505613218,0.2091382118929632,0.2120241409169502,0.17091102302289155,0.19544435010231462
A,0.9246241415113647,0.06318652858746995,0.09214516623154297,0.2594611275218172,0.21366923505023536
A,0.8852813330917857,0.20147471464523145,0.2278065364289337,0.15681922557525108,0.137735621967815
A,0.9156676204078146,0.12173017779079745,0.23266022045715776,0.06379331166097277,0.28233245098605153
A,0.9378077985930434,0.22048237874511006,0.2786152787156411,0.33323795555700614,0.28114960520145044
A,0.7527300614934684,0.09763384266114389,0.15001451378434572,0.2020872840168667,0.24141272163752986
A,0.8419404949477227,0.21494134115816627,0.1395693654117342,0.15107857576064415,0.08746711225214222
B,0.026141340311127664,0.7918652315506933,0.8219301397618134,0.9842913437286271,0.8240480888934446
B,0.31059056518699124,0.9394654320704712,0.91478688989559,0.8313313775855029,0.9560247903527194
B,0.05394897390097809,0.909760785171629,1.0,0.892315208022028,0.9919418661028541
B,0.04374588598992901,0.897200920760243,1.0,0.8498426353769786,1.0
B,0.15662015483643804,0.8550026579284586,0.9505926191244417,0.9778043559701384,0.9497447969773758
B,0.0,0.8418290259340105,0.8801985091558796,0.8940453256719963,0.9496537678040543
B,0.11421608007466032,0.7931724513031919,0.9304158280804771,0.9488468596227059,0.9447832358344832
B,0.18646245804436976,0.9667137723639123,0.936734406338275,0.8943867430833082,0.7671231253187207
B,0.13436945753060686,0.9166150149730489,0.9217263069756298,0.7978601139343753,0.813515476767339
B,0.1842522282666323,0.8968355876914677,0.9545200557898099,0.9022654700904369,0.9023804911596597
B,0.1750627044780798,0.8587164217426101,0.9076896621552787,0.8630179769035966,0.8652403018054148
B,0.07526623012250885,0.9177707017306971,0.8617001102669218,1.0,0.8284314158224397
B,0.08505026846709128,0.8648215153380661,1.0,0.915724382120926,0.9825475631574908
B,0.0,0.9213640212695408,0.971170463649875,0.9065827191420339,0.9852384300052281
B,0.05861692399197023,1.0,1.0,0.8709729151648273,0.8643597982879383
B,0.2162707581694161,1.0,0.8581711978277385,0.8663850546323314,0.8774572312911595
B,0.0,0.8265078442812641,0.8196687386598346,0.8385761947916698,0.8972252090090576
B,0.11873717860292167,1.0,0.8201316767408967,0.9787457918781267,0.8828808924619593
B,0.09604290322780537,0.9539855593733283,0.8101822382750161,0.9305927796947241,0.9133161766570446
B,0.13939610112065193,0.9231334915126255,1.0,0.8489808012598947,0.8575202435998546
B,0.05014875788601886,0.8555618304671797,0.8490090298154787,0.9951213224886042,1.0
B,0.0543402965000419,0.8334115541516617,0.9377132445109123,0.8558221564575224,0.9506345454204409
B,0.11623384166810398,0.7787404708002215,1.0,1.0,0.8509769047612491
B,0.06898387520512128,0.9228692312579925,0.9267565431989621,0.9526835418138264,1.0
B,0.08584422180047606,0.8361362204369237,0.7896544617588378,0.8415255968046464,0.8973498421700963
B,0.243564629081423,0.8585910960771063,0.9179030361311119,0.8986861683141798,0.9950714618758467
B,0.30215459406988976,0.8575304981663744,0.8608448445985423,0.9835328701655258,0.9545513191701049
B,0.24773658605888269,0.9467142548260772,0.8712566327370352,0.9472523864553848,0.9886962864466327
